hash,added,accepted,content_type,name,id,map,placename,position,ingame_xy,data
6a33c7c72759ad100a2f84ee34294b9026056d09,2017-12-07 19:37:12,0,Gathering,Filon De Minerai,32287,368,2407,"{""map"":{""id"":368,""folder"":""g3f2\/00"",""path"":""g3f2\/g3f2.00.png"",""region"":2400,""placename"":2407,""zone"":0,""size_factor"":100,""offset_x"":0,""offset_y"":0,""map_marker_range"":278,""hierarchy"":1,""territory_id"":620,""patch"":36},""position"":{""x"":700.8,""y"":-569.3,""z"":248.3},""ingame"":{""x"":35.5,""y"":10.1},""coordinates"":{""x"":35.95078125,""y"":10.213891601563}}","35.5,10.1",[]
6a45aecfcf56230f6f85b64571062392548e1645,2016-12-22 23:55:58,0,Gathering,Unspoiled Rocky Outcrop,31013,53,63,"{""map"":{""id"":53,""folder"":""r1f1\/00"",""path"":""r1f1\/r1f1.00.png"",""region"":25,""placename"":63,""zone"":0,""size_factor"":100,""offset_x"":0,""offset_y"":0,""map_marker_range"":102,""hierarchy"":1,""territory_id"":155,""patch"":0},""position"":{""x"":114.7,""y"":84.7,""z"":287.8},""ingame"":{""x"":23.8,""y"":23.2},""coordinates"":{""x"":24.074243164063,""y"":23.466333007813}}","23.8,23.2",[]
6a9450685e50efdeef79db56c155fa0c69c1ec82,2016-11-14 18:44:23,0,Gathering,Lush Vegetation Patch,30281,6,56,"{""map"":{""id"":6,""folder"":""f1f3\/00"",""path"":""f1f3\/f1f3.00.png"",""region"":23,""placename"":56,""zone"":0,""size_factor"":100,""offset_x"":0,""offset_y"":0,""map_marker_range"":7,""hierarchy"":1,""territory_id"":153,""patch"":0},""position"":{""x"":213.5,""y"":-23.6,""z"":7.6},""ingame"":{""x"":25.8,""y"":21},""coordinates"":{""x"":26.076293945312,""y"":21.27177734375}}","25.8,21",[]
6a99f43bfe5d6269ad92c17e390111261d6d74b5,2016-12-25 03:27:38,0,Gathering,Lush Vegetation Patch,30656,25,67,"{""map"":{""id"":25,""folder"":""l1f1\/01"",""path"":""l1f1\/l1f1.01.png"",""region"":26,""placename"":67,""zone"":0,""size_factor"":100,""offset_x"":0,""offset_y"":0,""map_marker_range"":108,""hierarchy"":1,""territory_id"":156,""patch"":0},""position"":{""x"":131.7,""y"":-483.6,""z"":-11.7},""ingame"":{""x"":24.1,""y"":11.8},""coordinates"":{""x"":24.418725585938,""y"":11.95048828125}}","24.1,11.8",[]
6abffa6a4ddc08068206f72ae83fc2ecb28d45be,2016-12-22 23:10:52,0,Gathering,Mature Tree,30182,4,54,"{""map"":{""id"":4,""folder"":""f1f1\/00"",""path"":""f1f1\/f1f1.00.png"",""region"":23,""placename"":54,""zone"":0,""size_factor"":100,""offset_x"":0,""offset_y"":0,""map_marker_range"":5,""hierarchy"":1,""territory_id"":148,""patch"":0},""position"":{""x"":367.7,""y"":71.4,""z"":9.7},""ingame"":{""x"":28.9,""y"":22.9},""coordinates"":{""x"":29.200952148438,""y"":23.196826171875}}","28.9,22.9",[]
6ada6ba009a0144b36b40562ee82bce17b4fd581,2017-11-10 16:38:02,0,Gathering,Carrière De Pierre,32013,354,2410,"{""map"":{""id"":354,""folder"":""e3f2\/00"",""path"":""e3f2\/e3f2.00.png"",""region"":2401,""placename"":2410,""zone"":0,""size_factor"":100,""offset_x"":0,""offset_y"":0,""map_marker_range"":282,""hierarchy"":1,""territory_id"":614,""patch"":32},""position"":{""x"":347.9,""y"":377.4,""z"":26.3},""ingame"":{""x"":28.5,""y"":29.1},""coordinates"":{""x"":28.799731445313,""y"":29.397509765625}}","28.5,29.1",[]
6ae3c2347b011d5703d109765d3c2d8eec70e8a0,2016-11-14 18:44:23,0,Gathering,Mineral Deposit,30840,6,56,"{""map"":{""id"":6,""folder"":""f1f3\/00"",""path"":""f1f3\/f1f3.00.png"",""region"":23,""placename"":56,""zone"":0,""size_factor"":100,""offset_x"":0,""offset_y"":0,""map_marker_range"":7,""hierarchy"":1,""territory_id"":153,""patch"":0},""position"":{""x"":157.4,""y"":-125.6,""z"":19.5},""ingame"":{""x"":24.7,""y"":19},""coordinates"":{""x"":24.939501953125,""y"":19.2048828125}}","24.7,19",[]
6af01211f66ce43d2fee5c921a95f80cc3174214,2016-12-25 22:40:35,0,Gathering,Lush Vegetation Patch,30316,7,57,"{""map"":{""id"":7,""folder"":""f1f4\/00"",""path"":""f1f4\/f1f4.00.png"",""region"":23,""placename"":57,""zone"":0,""size_factor"":100,""offset_x"":0,""offset_y"":0,""map_marker_range"":8,""hierarchy"":1,""territory_id"":154,""patch"":0},""position"":{""x"":144.8,""y"":229.6,""z"":-25.8},""ingame"":{""x"":24.4,""y"":26.1},""coordinates"":{""x"":24.6841796875,""y"":26.4025390625}}","24.4,26.1",[]
6b0d138c05a32c85a75e37c0be0b25dad170cfd4,2016-12-22 23:55:40,0,Gathering,Mineral Deposit,30507,53,63,"{""map"":{""id"":53,""folder"":""r1f1\/00"",""path"":""r1f1\/r1f1.00.png"",""region"":25,""placename"":63,""zone"":0,""size_factor"":100,""offset_x"":0,""offset_y"":0,""map_marker_range"":102,""hierarchy"":1,""territory_id"":155,""patch"":0},""position"":{""x"":176.3,""y"":-90.1,""z"":288.1},""ingame"":{""x"":25,""y"":19.7},""coordinates"":{""x"":25.322485351562,""y"":19.924243164062}}","25,19.7",[]
6b5ef402f0450b437ca1a83d8d2d192f303faf45,2016-12-25 01:42:39,0,Gathering,Lush Vegetation Patch,30104,22,44,"{""map"":{""id"":22,""folder"":""w1f3\/00"",""path"":""w1f3\/w1f3.00.png"",""region"":24,""placename"":44,""zone"":0,""size_factor"":100,""offset_x"":0,""offset_y"":0,""map_marker_range"":41,""hierarchy"":1,""territory_id"":145,""patch"":0},""position"":{""x"":-217.5,""y"":281.3,""z"":-28.8},""ingame"":{""x"":17.1,""y"":27.1},""coordinates"":{""x"":17.342651367188,""y"":27.450170898437}}","17.1,27.1",[]
6b74e1e1cb6ff0fb1ec9899da29c0fc9dd6e351c,2016-12-26 12:08:41,0,Gathering,Lush Vegetation Patch,31396,214,2002,"{""map"":{""id"":214,""folder"":""d2f3\/00"",""path"":""d2f3\/d2f3.00.png"",""region"":498,""placename"":2002,""zone"":0,""size_factor"":95,""offset_x"":0,""offset_y"":0,""map_marker_range"":164,""hierarchy"":1,""territory_id"":400,""patch"":0},""position"":{""x"":-33,""y"":111.4,""z"":-21.6},""ingame"":{""x"":21.9,""y"":24.8},""coordinates"":{""x"":22.173404091283,""y"":25.099478310033}}","21.9,24.8",[]
6b768958fac0c4db18c8f7eea23d2db13a56ad70,2016-12-25 00:49:19,0,Gathering,Lush Vegetation Patch,30339,17,32,"{""map"":{""id"":17,""folder"":""s1f3\/00"",""path"":""s1f3\/s1f3.00.png"",""region"":22,""placename"":32,""zone"":0,""size_factor"":100,""offset_x"":0,""offset_y"":0,""map_marker_range"":76,""hierarchy"":1,""territory_id"":137,""patch"":0},""position"":{""x"":276.5,""y"":459.6,""z"":34.8},""ingame"":{""x"":27,""y"":30.7},""coordinates"":{""x"":27.352905273438,""y"":31.06318359375}}","27,30.7",[]
6b8ce0d9e494358a1cec0c274100e6e646bbe685,2016-11-19 13:35:44,0,Gathering,Mineral Deposit,30412,21,43,"{""map"":{""id"":21,""folder"":""w1f2\/00"",""path"":""w1f2\/w1f2.00.png"",""region"":24,""placename"":43,""zone"":0,""size_factor"":100,""offset_x"":0,""offset_y"":0,""map_marker_range"":39,""hierarchy"":1,""territory_id"":141,""patch"":0},""position"":{""x"":-109.3,""y"":251.3,""z"":7.3},""ingame"":{""x"":19.3,""y"":26.5},""coordinates"":{""x"":19.535180664063,""y"":26.842260742187}}","19.3,26.5",[]
6b92120b121e1ba0fb9efcc1f6a13d8dd5077362,2016-12-25 03:29:03,0,Gathering,Mineral Deposit,30982,25,67,"{""map"":{""id"":25,""folder"":""l1f1\/01"",""path"":""l1f1\/l1f1.01.png"",""region"":26,""placename"":67,""zone"":0,""size_factor"":100,""offset_x"":0,""offset_y"":0,""map_marker_range"":108,""hierarchy"":1,""territory_id"":156,""patch"":0},""position"":{""x"":548.5,""y"":-361.2,""z"":-3.1},""ingame"":{""x"":32.5,""y"":14.3},""coordinates"":{""x"":32.864624023438,""y"":14.43076171875}}","32.5,14.3",[]
6c62b1bbbb334d0ec5abdffffb979834184f944f,2017-11-07 09:45:26,0,Gathering,Lush Vegetation Patch,32076,371,2409,"{""map"":{""id"":371,""folder"":""e3f1\/00"",""path"":""e3f1\/e3f1.00.png"",""region"":2401,""placename"":2409,""zone"":0,""size_factor"":100,""offset_x"":0,""offset_y"":0,""map_marker_range"":281,""hierarchy"":1,""territory_id"":613,""patch"":36},""position"":{""x"":453.3,""y"":-425.9,""z"":-92.9},""ingame"":{""x"":30.6,""y"":13},""coordinates"":{""x"":30.935522460937,""y"":13.119702148438}}","30.6,13",[]
6c72b4712ecad93cb43db080f2b4c2e2af0cbdc9,2016-12-24 23:10:26,0,Gathering,Rocky Outcrop,30554,16,31,"{""map"":{""id"":16,""folder"":""s1f2\/00"",""path"":""s1f2\/s1f2.00.png"",""region"":22,""placename"":31,""zone"":0,""size_factor"":100,""offset_x"":0,""offset_y"":0,""map_marker_range"":75,""hierarchy"":1,""territory_id"":135,""patch"":0},""position"":{""x"":60.7,""y"":617.6,""z"":45.9},""ingame"":{""x"":22.7,""y"":33.9},""coordinates"":{""x"":22.980004882813,""y"":34.26484375}}","22.7,33.9",[]
6c7f3deedf8c98a2f2df5d12381675de6ee5737f,2016-12-26 12:05:52,0,Gathering,Rocky Outcrop,31362,214,2002,"{""map"":{""id"":214,""folder"":""d2f3\/00"",""path"":""d2f3\/d2f3.00.png"",""region"":498,""placename"":2002,""zone"":0,""size_factor"":95,""offset_x"":0,""offset_y"":0,""map_marker_range"":164,""hierarchy"":1,""territory_id"":400,""patch"":0},""position"":{""x"":299.2,""y"":-103.6,""z"":-33.2},""ingame"":{""x"":28.6,""y"":20.5},""coordinates"":{""x"":28.904995888158,""y"":20.742788856908}}","28.6,20.5",[]
6c91b5b5f4103639ff0a84d4c8db0145b0c2adfe,2017-11-10 14:42:42,0,Gathering,Filon De Minerai,31968,367,2406,"{""map"":{""id"":367,""folder"":""g3f1\/00"",""path"":""g3f1\/g3f1.00.png"",""region"":2400,""placename"":2406,""zone"":0,""size_factor"":100,""offset_x"":0,""offset_y"":0,""map_marker_range"":277,""hierarchy"":1,""territory_id"":612,""patch"":36},""position"":{""x"":-174.1,""y"":-392.6,""z"":59.5},""ingame"":{""x"":18,""y"":13.6},""coordinates"":{""x"":18.222094726562,""y"":13.794482421875}}","18,13.6",[]
6c9db832a285c2cd6ad283158470bf343ed60c69,2017-05-30 17:27:28,0,Gathering,Lush Vegetation Patch,30079,15,30,"{""map"":{""id"":15,""folder"":""s1f1\/00"",""path"":""s1f1\/s1f1.00.png"",""region"":22,""placename"":30,""zone"":0,""size_factor"":100,""offset_x"":0,""offset_y"":0,""map_marker_range"":74,""hierarchy"":1,""territory_id"":134,""patch"":0},""position"":{""x"":18.9,""y"":-101.9,""z"":52.9},""ingame"":{""x"":21.9,""y"":19.5},""coordinates"":{""x"":22.132983398438,""y"":19.685131835938}}","21.9,19.5",[]
6cfe09b5d45c51fe5a7e2ae5e5d3a3531a835522,2016-11-20 21:15:18,0,Gathering,Mature Tree,31139,215,2100,"{""map"":{""id"":215,""folder"":""a2f1\/00"",""path"":""a2f1\/a2f1.00.png"",""region"":497,""placename"":2100,""zone"":0,""size_factor"":95,""offset_x"":0,""offset_y"":0,""map_marker_range"":165,""hierarchy"":1,""territory_id"":401,""patch"":0},""position"":{""x"":-471.2,""y"":435.5,""z"":-172.3},""ingame"":{""x"":13.1,""y"":31.3},""coordinates"":{""x"":13.293863075658,""y"":31.66693436472}}","13.1,31.3",[]
6d0f47253ecef832526e7d2db7906add7025459e,2017-11-10 15:34:59,0,Gathering,Arbre Mature,32247,369,2408,"{""map"":{""id"":369,""folder"":""g3f3\/00"",""path"":""g3f3\/g3f3.00.png"",""region"":2400,""placename"":2408,""zone"":0,""size_factor"":100,""offset_x"":0,""offset_y"":0,""map_marker_range"":279,""hierarchy"":1,""territory_id"":621,""patch"":36},""position"":{""x"":248.6,""y"":-592.5,""z"":10.6},""ingame"":{""x"":26.5,""y"":9.6},""coordinates"":{""x"":26.787548828125,""y"":9.7437744140625}}","26.5,9.6",[]
6d10b9f878d3dd0bf9b56926e0d65cbc15cf75c6,2016-11-14 16:21:51,0,Gathering,Mineral Deposit,31273,215,2100,"{""map"":{""id"":215,""folder"":""a2f1\/00"",""path"":""a2f1\/a2f1.00.png"",""region"":497,""placename"":2100,""zone"":0,""size_factor"":95,""offset_x"":0,""offset_y"":0,""map_marker_range"":165,""hierarchy"":1,""territory_id"":401,""patch"":0},""position"":{""x"":-255.7,""y"":462.3,""z"":-185.2},""ingame"":{""x"":17.5,""y"":31.8},""coordinates"":{""x"":17.66068436472,""y"":32.21000077097}}","17.5,31.8",[]
6d21d60df39ed52e5f3641d69f7d2d500c4701a7,2017-11-10 16:38:24,0,Gathering,Arbre Mature,32197,367,2406,"{""map"":{""id"":367,""folder"":""g3f1\/00"",""path"":""g3f1\/g3f1.00.png"",""region"":2400,""placename"":2406,""zone"":0,""size_factor"":100,""offset_x"":0,""offset_y"":0,""map_marker_range"":277,""hierarchy"":1,""territory_id"":612,""patch"":36},""position"":{""x"":-529.2,""y"":-265.6,""z"":103.3},""ingame"":{""x"":10.9,""y"":16.2},""coordinates"":{""x"":11.02646484375,""y"":16.36796875}}","10.9,16.2",[]
6d256ba12ef624679ebaa7987a10c5fe5b55a541,2017-12-07 20:18:49,0,Gathering,Carré De Végétation,32307,371,2409,"{""map"":{""id"":371,""folder"":""e3f1\/00"",""path"":""e3f1\/e3f1.00.png"",""region"":2401,""placename"":2409,""zone"":0,""size_factor"":100,""offset_x"":0,""offset_y"":0,""map_marker_range"":281,""hierarchy"":1,""territory_id"":613,""patch"":36},""position"":{""x"":645,""y"":-255.1,""z"":69.8},""ingame"":{""x"":34.4,""y"":16.4},""coordinates"":{""x"":34.820068359375,""y"":16.580737304687}}","34.4,16.4",[]
6d3d9a556c98a062c09430c476d8efd4c3a959bd,2017-11-10 15:34:59,0,Gathering,Filon De Minerai Éphémère,32172,369,2408,"{""map"":{""id"":369,""folder"":""g3f3\/00"",""path"":""g3f3\/g3f3.00.png"",""region"":2400,""placename"":2408,""zone"":0,""size_factor"":100,""offset_x"":0,""offset_y"":0,""map_marker_range"":279,""hierarchy"":1,""territory_id"":621,""patch"":36},""position"":{""x"":-420.4,""y"":-242,""z"":11.7},""ingame"":{""x"":13.1,""y"":16.7},""coordinates"":{""x"":13.23115234375,""y"":16.84619140625}}","13.1,16.7",[]
6d5ef3309b9690a6bf7acd260c21437f2ba49d45,2016-11-17 19:26:43,0,Gathering,Mineral Deposit,31663,275,1647,"{""map"":{""id"":275,""folder"":""a2fc\/00"",""path"":""a2fc\/a2fc.00.png"",""region"":497,""placename"":1647,""zone"":0,""size_factor"":100,""offset_x"":0,""offset_y"":0,""map_marker_range"":207,""hierarchy"":1,""territory_id"":514,""patch"":0},""position"":{""x"":-486.9,""y"":423.4,""z"":331.8},""ingame"":{""x"":11.8,""y"":30},""coordinates"":{""x"":11.883618164063,""y"":30.329638671875}}","11.8,30",[]
6d6576d5ca8a32cec0471adf0f5c3f0718a3d5a8,2017-12-07 19:47:41,0,Gathering,Carré De Végétation,31930,368,2407,"{""map"":{""id"":368,""folder"":""g3f2\/00"",""path"":""g3f2\/g3f2.00.png"",""region"":2400,""placename"":2407,""zone"":0,""size_factor"":100,""offset_x"":0,""offset_y"":0,""map_marker_range"":278,""hierarchy"":1,""territory_id"":620,""patch"":36},""position"":{""x"":-768.7,""y"":224,""z"":300.6},""ingame"":{""x"":6.1,""y"":26},""coordinates"":{""x"":6.1733154296875,""y"":26.2890625}}","6.1,26",[]
6da7e3c4a18f6e72e93466db356100afd1837557,2016-12-23 00:07:10,0,Gathering,Mature Tree,30631,53,63,"{""map"":{""id"":53,""folder"":""r1f1\/00"",""path"":""r1f1\/r1f1.00.png"",""region"":25,""placename"":63,""zone"":0,""size_factor"":100,""offset_x"":0,""offset_y"":0,""map_marker_range"":102,""hierarchy"":1,""territory_id"":155,""patch"":0},""position"":{""x"":-520.3,""y"":-109.2,""z"":231.4},""ingame"":{""x"":11.1,""y"":19.3},""coordinates"":{""x"":11.206811523438,""y"":19.53720703125}}","11.1,19.3",[]
6dc76e51c58cb46acec10f67e4a4bdbd56de9db8,2016-12-20 21:58:37,0,Gathering,Mature Tree,30227,4,54,"{""map"":{""id"":4,""folder"":""f1f1\/00"",""path"":""f1f1\/f1f1.00.png"",""region"":23,""placename"":54,""zone"":0,""size_factor"":100,""offset_x"":0,""offset_y"":0,""map_marker_range"":5,""hierarchy"":1,""territory_id"":148,""patch"":0},""position"":{""x"":35.8,""y"":-9.6,""z"":-5.5},""ingame"":{""x"":22.2,""y"":21.3},""coordinates"":{""x"":22.475439453125,""y"":21.55546875}}","22.2,21.3",[]
6decc17192fce44a8cc129206b101f10fd726a89,2017-11-10 15:34:04,0,Gathering,Carrière De Pierre,32150,368,2407,"{""map"":{""id"":368,""folder"":""g3f2\/00"",""path"":""g3f2\/g3f2.00.png"",""region"":2400,""placename"":2407,""zone"":0,""size_factor"":100,""offset_x"":0,""offset_y"":0,""map_marker_range"":278,""hierarchy"":1,""territory_id"":620,""patch"":36},""position"":{""x"":176.9,""y"":-335.7,""z"":138.4},""ingame"":{""x"":25,""y"":14.8},""coordinates"":{""x"":25.334643554688,""y"":14.947485351562}}","25,14.8",[]
6e0220a4f59b1d9713a498a1987ef70ea181a223,2016-11-20 21:34:53,0,Gathering,Legendary Mineral Deposit,31509,215,2100,"{""map"":{""id"":215,""folder"":""a2f1\/00"",""path"":""a2f1\/a2f1.00.png"",""region"":497,""placename"":2100,""zone"":0,""size_factor"":95,""offset_x"":0,""offset_y"":0,""map_marker_range"":165,""hierarchy"":1,""territory_id"":401,""patch"":0},""position"":{""x"":706,""y"":-358.5,""z"":-10},""ingame"":{""x"":36.7,""y"":15.4},""coordinates"":{""x"":37.148257606908,""y"":15.57757889597}}","36.7,15.4",[]
6e1b52b62fc13e08279b6a9c7aeaf33e6e4b8ddf,2016-12-20 21:58:12,0,Gathering,Rocky Outcrop,30465,19,34,"{""map"":{""id"":19,""folder"":""s1f5\/00"",""path"":""s1f5\/s1f5.00.png"",""region"":22,""placename"":34,""zone"":0,""size_factor"":100,""offset_x"":0,""offset_y"":0,""map_marker_range"":78,""hierarchy"":1,""territory_id"":139,""patch"":0},""position"":{""x"":-427.2,""y"":113.5,""z"":-1.4},""ingame"":{""x"":12.9,""y"":23.8},""coordinates"":{""x"":13.093359375,""y"":24.049926757812}}","12.9,23.8",[]
6e2266e5b8b97ae41cd73d081cc3e8b28659d98b,2016-12-25 03:28:33,0,Gathering,Mature Tree,30679,25,67,"{""map"":{""id"":25,""folder"":""l1f1\/01"",""path"":""l1f1\/l1f1.01.png"",""region"":26,""placename"":67,""zone"":0,""size_factor"":100,""offset_x"":0,""offset_y"":0,""map_marker_range"":108,""hierarchy"":1,""territory_id"":156,""patch"":0},""position"":{""x"":521.9,""y"":-359.9,""z"":-5.9},""ingame"":{""x"":31.9,""y"":14.3},""coordinates"":{""x"":32.325610351563,""y"":14.457104492188}}","31.9,14.3",[]
6e373edab3d662cc31f285d31cd6d6cd1de8e6d1,2016-12-25 23:19:12,0,Gathering,Mineral Deposit,30754,20,42,"{""map"":{""id"":20,""folder"":""w1f1\/00"",""path"":""w1f1\/w1f1.00.png"",""region"":24,""placename"":42,""zone"":0,""size_factor"":100,""offset_x"":0,""offset_y"":0,""map_marker_range"":40,""hierarchy"":1,""territory_id"":140,""patch"":0},""position"":{""x"":-215.2,""y"":-338.6,""z"":15.8},""ingame"":{""x"":17.2,""y"":14.7},""coordinates"":{""x"":17.3892578125,""y"":14.888720703125}}","17.2,14.7",[]
6e46f600bff02f5d8be415611e9da19b3e92ca5e,2016-11-24 21:36:55,0,Gathering,Lush Vegetation Patch,31101,212,2000,"{""map"":{""id"":212,""folder"":""d2f1\/00"",""path"":""d2f1\/d2f1.00.png"",""region"":498,""placename"":2000,""zone"":0,""size_factor"":95,""offset_x"":0,""offset_y"":0,""map_marker_range"":162,""hierarchy"":1,""territory_id"":398,""patch"":0},""position"":{""x"":646.1,""y"":203.5,""z"":-45.8},""ingame"":{""x"":35.5,""y"":26.7},""coordinates"":{""x"":35.934463661595,""y"":26.96576248972}}","35.5,26.7",[]
6e560a51d439a87c56c30823a682ebb96b76e8fa,2017-12-07 20:44:35,0,Gathering,Carrière De Pierre,32030,372,2411,"{""map"":{""id"":372,""folder"":""e3f3\/00"",""path"":""e3f3\/e3f3.00.png"",""region"":2401,""placename"":2411,""zone"":0,""size_factor"":100,""offset_x"":0,""offset_y"":0,""map_marker_range"":283,""hierarchy"":1,""territory_id"":622,""patch"":36},""position"":{""x"":653.2,""y"":-410.9,""z"":-3.6},""ingame"":{""x"":34.6,""y"":13.3},""coordinates"":{""x"":34.98623046875,""y"":13.423657226563}}","34.6,13.3",[]
6e5acfa84ea5f7bec61cf7be3c4b23c48007793e,2016-12-16 12:37:43,0,Gathering,Mineral Deposit,30825,6,56,"{""map"":{""id"":6,""folder"":""f1f3\/00"",""path"":""f1f3\/f1f3.00.png"",""region"":23,""placename"":56,""zone"":0,""size_factor"":100,""offset_x"":0,""offset_y"":0,""map_marker_range"":7,""hierarchy"":1,""territory_id"":153,""patch"":0},""position"":{""x"":20.3,""y"":-111.2,""z"":11.7},""ingame"":{""x"":21.9,""y"":19.3},""coordinates"":{""x"":22.161352539062,""y"":19.4966796875}}","21.9,19.3",[]
6e6b3b4c0a5018f84fdb46407a17a855f7b8e73e,2016-12-22 23:54:27,0,Gathering,Mineral Deposit,30505,53,63,"{""map"":{""id"":53,""folder"":""r1f1\/00"",""path"":""r1f1\/r1f1.00.png"",""region"":25,""placename"":63,""zone"":0,""size_factor"":100,""offset_x"":0,""offset_y"":0,""map_marker_range"":102,""hierarchy"":1,""territory_id"":155,""patch"":0},""position"":{""x"":144,""y"":-112.3,""z"":295.5},""ingame"":{""x"":24.4,""y"":19.3},""coordinates"":{""x"":24.66796875,""y"":19.474389648438}}","24.4,19.3",[]
6e76536e47ba834fd5a5eb0a8eb7c1abf8695d59,2017-12-07 19:45:29,0,Gathering,Filon De Minerai,32044,368,2407,"{""map"":{""id"":368,""folder"":""g3f2\/00"",""path"":""g3f2\/g3f2.00.png"",""region"":2400,""placename"":2407,""zone"":0,""size_factor"":100,""offset_x"":0,""offset_y"":0,""map_marker_range"":278,""hierarchy"":1,""territory_id"":620,""patch"":36},""position"":{""x"":-647.2,""y"":623.1,""z"":264.2},""ingame"":{""x"":8.5,""y"":34},""coordinates"":{""x"":8.6353515625,""y"":34.376293945312}}","8.5,34",[]
6e8a056a4c77c9f7e0898cb3c04370ee7492e717,2017-11-10 16:42:00,0,Gathering,Filon De Minerai,32126,367,2406,"{""map"":{""id"":367,""folder"":""g3f1\/00"",""path"":""g3f1\/g3f1.00.png"",""region"":2400,""placename"":2406,""zone"":0,""size_factor"":100,""offset_x"":0,""offset_y"":0,""map_marker_range"":277,""hierarchy"":1,""territory_id"":612,""patch"":36},""position"":{""x"":-311.9,""y"":-467.2,""z"":76.9},""ingame"":{""x"":15.3,""y"":12.1},""coordinates"":{""x"":15.429760742188,""y"":12.2828125}}","15.3,12.1",[]
6eb7d546987ef46916e0c106fa851f252c8e15d2,2016-12-22 23:10:39,0,Gathering,Mature Tree,30193,4,54,"{""map"":{""id"":4,""folder"":""f1f1\/00"",""path"":""f1f1\/f1f1.00.png"",""region"":23,""placename"":54,""zone"":0,""size_factor"":100,""offset_x"":0,""offset_y"":0,""map_marker_range"":5,""hierarchy"":1,""territory_id"":148,""patch"":0},""position"":{""x"":367.7,""y"":-91.9,""z"":1.1},""ingame"":{""x"":28.9,""y"":19.7},""coordinates"":{""x"":29.200952148438,""y"":19.887768554688}}","28.9,19.7",[]
6eca1161c32cfb8986ddc9cfa075e436af543219,2016-11-24 21:42:26,0,Gathering,Lush Vegetation Patch,31086,212,2000,"{""map"":{""id"":212,""folder"":""d2f1\/00"",""path"":""d2f1\/d2f1.00.png"",""region"":498,""placename"":2000,""zone"":0,""size_factor"":95,""offset_x"":0,""offset_y"":0,""map_marker_range"":162,""hierarchy"":1,""territory_id"":398,""patch"":0},""position"":{""x"":289.8,""y"":-350.9,""z"":-39.1},""ingame"":{""x"":28.4,""y"":15.6},""coordinates"":{""x"":28.714517372533,""y"":15.73158280222}}","28.4,15.6",[]
6ed6affd196e364487c229ff73ddf8b94bbff687,2017-12-07 19:45:29,0,Gathering,Filon De Minerai,32042,368,2407,"{""map"":{""id"":368,""folder"":""g3f2\/00"",""path"":""g3f2\/g3f2.00.png"",""region"":2400,""placename"":2407,""zone"":0,""size_factor"":100,""offset_x"":0,""offset_y"":0,""map_marker_range"":278,""hierarchy"":1,""territory_id"":620,""patch"":36},""position"":{""x"":-639.1,""y"":623.9,""z"":264},""ingame"":{""x"":8.7,""y"":34},""coordinates"":{""x"":8.7994873046875,""y"":34.392504882813}}","8.7,34",[]
6edaff5694329d212d047edd619bd3c6fdc123f5,2016-11-14 18:28:01,0,Gathering,Concealed Mature Tree,31481,214,2002,"{""map"":{""id"":214,""folder"":""d2f3\/00"",""path"":""d2f3\/d2f3.00.png"",""region"":498,""placename"":2002,""zone"":0,""size_factor"":95,""offset_x"":0,""offset_y"":0,""map_marker_range"":164,""hierarchy"":1,""territory_id"":400,""patch"":0},""position"":{""x"":-223.1,""y"":280.2,""z"":-18.8},""ingame"":{""x"":18.1,""y"":28.2},""coordinates"":{""x"":18.321280067845,""y"":28.519986122533}}","18.1,28.2",[]
6ee3bed56cc1737b1dbd9f8a96b87056ac66857b,2016-12-25 23:18:02,0,Gathering,Mineral Deposit,30771,20,42,"{""map"":{""id"":20,""folder"":""w1f1\/00"",""path"":""w1f1\/w1f1.00.png"",""region"":24,""placename"":42,""zone"":0,""size_factor"":100,""offset_x"":0,""offset_y"":0,""map_marker_range"":40,""hierarchy"":1,""territory_id"":140,""patch"":0},""position"":{""x"":163.4,""y"":-32.2,""z"":19},""ingame"":{""x"":24.8,""y"":20.9},""coordinates"":{""x"":25.061083984375,""y"":21.097509765625}}","24.8,20.9",[]
6f0d1d9113b9c89abf494a566c920e9702543716,2017-11-10 15:34:59,0,Gathering,Carré De Végétation,32111,369,2408,"{""map"":{""id"":369,""folder"":""g3f3\/00"",""path"":""g3f3\/g3f3.00.png"",""region"":2400,""placename"":2408,""zone"":0,""size_factor"":100,""offset_x"":0,""offset_y"":0,""map_marker_range"":279,""hierarchy"":1,""territory_id"":621,""patch"":36},""position"":{""x"":-380.2,""y"":-187.4,""z"":-321.7},""ingame"":{""x"":13.9,""y"":17.7},""coordinates"":{""x"":14.045751953125,""y"":17.952587890625}}","13.9,17.7",[]
6f14fd3a341a2dbfa6b1613b4f05fda85f637d50,2016-11-14 20:36:11,0,Gathering,Lush Vegetation Patch,31409,211,2200,"{""map"":{""id"":211,""folder"":""r2f1\/00"",""path"":""r2f1\/r2f1.00.png"",""region"":25,""placename"":2200,""zone"":0,""size_factor"":95,""map_marker_range"":161,""hierarchy"":1,""territory_id"":397,""patch"":0},""position"":{""x"":-691.5,""y"":-354.5,""z"":123.5},""ingame"":{""x"":8.7,""y"":15.5},""coordinates"":{""x"":8.8297761615954,""y"":15.65863358347}}","8.7,15.5",[]
